"#","Registration No / Notification No","Product Name","Holder"
"494","MAL18066038N","apotec i-glo Powder","Bioalpha International Sdn. Bhd."
"495","MAL18126030NCR","MegaLive BCoL Tablet","MegaLive BioSciences Sdn Bhd"
"496","MAL18116120NCR","BiO-LiFE MultiVitamins with Minerals Tablet","BIO-LIFE MARKETING SDN BHD"
"497","MAL18046035N","LANG bragman LIVOX Capsule","OMEGA HEALTH PRODUCTS SDN BHD"
"498","MAL18116115N","GNC MEGA MEN Essentials Capsule","ONI Global (Malaysia) Sdn Bhd"
"499","MAL18076062NCE","ACTAEV AMINOACTIVE8","BIO ACTIVE SCIENCES SDN BHD"
"500","MAL18126034N","GNC WOMEN'S ULTIMAT MEGA Essentials Capsules","ONI Global (Malaysia) Sdn Bhd"
"501","MAL18056021NC","GLORY GLOW L-GLUTATHIONE PLUS TABLET","DS Pharma Herbs Sdn. Bhd."
"502","MAL18056148NC","Kieliz Kiddos Tab Chewable Tablet","DRLIZ BEAUTY (M) SDN BHD"
"503","MAL18106014NC","ACTAEV MYAMINOACTIVE8 Powder","BIO ACTIVE SCIENCES SDN BHD"
"504","MAL18066036N","NHF Probiotics + Vit B&C + Calcium Powder","Cell Well International Sdn. Bhd."
"505","MAL18076098NCZ","Primer Cherang VITAMIN C 800MG TABLET","TRADIPHARMA TRADE"
"506","MAL18046051NE","Appeton Multivitamin Hi-Q Taurine Syrup","KOTRA PHARMA (M) SDN. BHD."
"507","MAL18076013NCR","BiO-LiFE Bio-Zinc Complex Tablet","BIO-LIFE MARKETING SDN BHD"
"508","MAL18076023NC","ANNA BEAUTE ROSEGLOW CHEWABLE TABLET","FEREENA BEAUTY CARE"
"509","MAL18116001NCR","BiO-LiFE Anti-FR + Selenium Tablet","BIO-LIFE MARKETING SDN BHD"
"510","MAL18086066NC","SOS Glutathione Plus Capsule","SOS COSMECEUTICAL SDN. BHD."
"511","MAL18076108N","SUJIMI Collagen Peptide Plus Liquid","PQ COSMETICS SDN BHD"
"512","MAL18086061NC","KAMYA GLOW WHITEZE TOMATO plus capsule","ALPHA NEYAGA SDN. BHD."
"513","MAL18086008NC","WEIDER Probiotics Plus Powder","SYNGEN BIOTECH INTERNATIONAL SDN BHD"
"514","MAL18076008N","BENOURISH MULTIVITAMINS & MINERALS WITH GINSENG PLUS CAPSULE","EXCEL HERBAL INDUSTRIES SDN. BHD."
"515","MAL18116114N","USANA USANIMALS TABLET","UHS ESSENTIAL HEALTH (MALAYSIA) SDN. BHD."
"516","MAL19026002NCZ","Redoxon Vitamin C 1000mg Orange Flavour Effervescent Tablet","BAYER CO. (MALAYSIA) SDN. BHD."
"517","MAL18126028NC","guardian vitamin C 500mg Chewable tablet","GUARDIAN HEALTH AND BEAUTY SDN. BHD."
"518","MAL18076007N","JH Nutrition MULTIVITAMINS & MINERALS & CoQ10 Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"519","MAL18096092N","ASH II UTIVIA Capsule","OMEGA HEALTH PRODUCTS SDN BHD"
"520","MAL19026013N","QUEST ONCE A DAY VITAMIN C WITH BIOFLAVONOIDS MODIFIED RELEASE TABLET","Eucogen Pharma Sdn. Bhd."
"521","MAL18086007N","MonCenta Collagen Peptide Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"522","MAL18096014NCR","BiO-LiFE reVitiz Capsule","BIO-LIFE MARKETING SDN BHD"
"523","MAL18106071NC","Grobac Chewable Tablet","VIHSDIA ENTERPRISE"
"524","MAL19016015N","Shine Goldvite F Softgel","Y.S.P. INDUSTRIES (M) SDN BHD"
"525","MAL18106007N","Jemaima L-Glutathione Plus Capsule","DZR PHARMA MANUFACTURE SDN. BHD."
"526","MAL18096008NC","LeNiMA L-GLUTATHIONE PLUS CAPSULE","BEAUTE ARMADA SDN BHD"
"527","MAL18096093NC","MegaLive Nutrifer Capsule","MegaLive BioSciences Sdn Bhd"
"528","MAL18096009N","Excel Herbal Pregnancy & Breastfeeding Formula Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"529","MAL18096017NC","T'Neeq RI Chewable Tablet","RI NETWORK SDN. BHD."
"530","MAL19036042N","EPIGRANEX CAPSULES","HERBAL SCIENCE SDN. BHD."
"531","MAL19086011X","IROFAS Syrup","HEALOL PHARMACEUTICALS SDN. BHD."
"532","MAL19026075NC","Mapleland Vitamin C 500mg Chewable Tablet (Blueberry Flavour)","Powerlife (m) Sdn Bhd"
"533","MAL18126091NC","WHITYGLO CAPSULE","MARRYME BEAUTE"
"534","MAL18096090NC","Raw Lab Provitec Capsule","Rhino Pharmaceutical"
"535","MAL19046136NC","Actizon Fertist Tablet","ALL HEALTHCARE SOLUTION SDN. BHD."
"536","MAL19046023N","QUEST ONCE A DAY MULTI B+C COMPLEX TABLETS","Eucogen Pharma Sdn. Bhd."
"537","MAL19046025NC","GNC milestones Kids Probiotic + Chewable Tablet","ONI Global (Malaysia) Sdn Bhd"
"538","MAL19026014N","GNC Women's Pregnancy & Breastfeeding Formula Softgel","ONI Global (Malaysia) Sdn Bhd"
"539","MAL19036048NC","Ferkidz Junior Chewable Tablet","FEREENA BEAUTY CARE"
"540","MAL18096088N","OraCalC Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"541","MAL18106006NC","ajwa astaxanthin plus capsule","VIHSDIA ENTERPRISE"
"542","MAL18126029NC","PowerLIFE Enerbex Zinc Complex Tablet","Powerlife (m) Sdn Bhd"
"543","MAL18106009NZ","Excelab ImmuC Capsule","AGELESS WELLNESS SDN. BHD."
"544","MAL18126089NCR","NutrinLife Visharp Capsule","BIOFUNCTION MARKETING SDN. BHD."
"545","MAL19026010NCR","NutrinLife C-Complex Capsule","BIOFUNCTION MARKETING SDN. BHD."
"546","MAL19026008NCR","NutrinLife L-Glutathione Plus Capsule","BIOFUNCTION MARKETING SDN. BHD."
"547","MAL18106068N","YG GROUP Vitamin C Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"548","MAL18126088NC","PowerLIFE Iron Pyrophosphate Plus Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"549","MAL19036037N","PANCEA GLUTA PLUS CAPSULE","WINK WHITE (MALAYSIA) SDN. BHD."
"550","MAL19036038N","PANCEA COLLAGEN PEPTIDE PLUS POWDER","WINK WHITE (MALAYSIA) SDN. BHD."
"551","MAL18116121NC","JANIPRO Elepro Multivitamins & Multiminerals Capsule","Janipro (M) Sdn Bhd"
"552","MAL19056151NC","Redoxon Boost & Go Powder (Orange and Strawberry Flavour)","BAYER CO. (MALAYSIA) SDN. BHD."
"553","MAL18126031N","ASH II MERGEN C Capsule","OMEGA HEALTH PRODUCTS SDN BHD"
"554","MAL18116124NC","JANIPRO JUST-C Vitamin C + Zinc with Acerola Powder","Janipro (M) Sdn Bhd"
"555","MAL19056146N","Tâ€™Neeq Junior Vitamin C Plus Chewable Tablet","RI NETWORK SDN. BHD."
"556","MAL19046020NC","Lifestyles Nutria Capsules","LIFESTYLES ASIA PACIFIC MALAYSIA SDN BHD"
"557","MAL19026070N","QQZa HWAITEU TABLET","Ph Manufacturing Sdn Bhd"
"558","MAL19036047NC","ZAHARAH GLUTA PLUS CAPSULE","HALWAMADU MANUFACTURING"
"559","MAL18126025N","ACELABS BeauteVita Vitamin C + Acerola Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"560","MAL18126022N","JH Nutrition Citazinc Capsule","JASE HEALTHCARE SDN. BHD."
"561","MAL18126024N","NHF Vitamin C 400mg + Zinc Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"562","MAL18126023N","Excel Herbal Livenia Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"563","MAL19106073NC","Watsons Vitamin B Complex Tablet","WATSON`S PERSONAL CARE STORES SDN BHD"
"564","MAL19016086N","LumiC White Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"565","MAL19076043N","CM LESS GLOWHITE CAPSULE","CS PROGYMS PHARMACEUTICAL SDN. BHD."
"566","MAL19026006N","Excel Herbal Folic-C Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"567","MAL19106025NC","itsColl Wellness Collagen Hydrolysate, Vitamin C & L- glutathione Plus Powder","ITSCOLL PRODUCTS (M) SDN.BHD."
"568","MAL19016089N","Excel Herbal GOS & FOS Plus Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"569","MAL19036041N","Excel Herbal PregnaLac Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"570","MAL19046019NC","XO SKYNLAB GLUTASNOW CAPSULE","MH BEAUTY EMPIRE"
"571","MAL19086074NC","ACEAMINO COENZYME Q10+ POWDER","ACE CARDIO RESEARCH MALAYSIA SDN. BHD."
"572","MAL19096065NCZ","ATOMY VITAMIN C 550mg POWDER","ATOMY MALAYSIA SDN. BHD."
"573","MAL19086068N","Proviton STR Effervescent Tablet (Orange Flavour)","Duopharma Marketing Sdn. Bhd."
"574","MAL19036035N","ASH II ELIGNA Powder","OMEGA HEALTH PRODUCTS SDN BHD"
"575","MAL19076098NC","Opceden® Ocumin Areds Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"576","MAL19106082N","Surbex Zinc B-Plus Filmtab","ABBOTT LABORATORIES (M) SDN. BHD."
"577","MAL19086030NC","Kordel's Glutathione Lyco Plus Vegetable Capsule","CAMBERT(M) SDN BHD"
"578","MAL19076107N","AC CARE CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"579","MAL19076046N","SEJAGAT GLUTA PLUS CAPSULE","NMY MANUFACTURING SDN BHD"
"580","MAL19096043NCR","Safwa Health Vitamin B Complex Plus Softgel","Safwa Health Products Sdn. Bhd."
"581","MAL19106079NCR","VitaHealth Reviv Capsule","VITAHEALTH BIOTECH SDN BHD"
"582","MAL19086075N","Pinky Pinky Glutathione plus Capsule","Ph Manufacturing Sdn Bhd"
"583","MAL19116010NC","Kordel's Vitamin B Complex, C + Minerals Effervescent Tablet","CAMBERT(M) SDN BHD"
"584","MAL19086066NC","AVIENA CASBEYAZ CAPSULE","NIEVA RESOURCES"
"585","MAL19056136NZ","NUTRILIVING VITAMIN C 500MG CAPSULE","Sky Nutraceuticals Sdn. Bhd."
"586","MAL19076111N","GAMEGRA CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"587","MAL20016190N","apotec CollaShine Liquid","Bioalpha International Sdn. Bhd."
"588","MAL19076038NC","Aegis AIDAWHITE Caplets","AEGIS HEALTH SDN. BHD."
"589","MAL19096061NZ","Sejagat Vitamin C 250mg Chewable Tablet","BCS EMPIRE SDN BHD"
"590","MAL20066137NC","Surbex Protect Film-Coated Tablet","ABBOTT LABORATORIES (M) SDN. BHD."
"591","MAL20036019N","GNC WOMEN'S Pregnancy & Breastfeeding Support Formula Caplet","ONI Global (Malaysia) Sdn Bhd"
"592","MAL20016191NCR","LifeSenze NATUR C PLUS TIME RELEASE TABLET","HL PHARMACEUTICALS SDN. BHD."
"593","MAL19086069NC","Milrin Vitamin C + E + Rose Hips Softgel","UHC Sdn. Bhd."
"594","MAL19076032N","NHF Vitamin C Plus Powder (Passion Fruit Flavour)","EXCEL HERBAL INDUSTRIES SDN. BHD."
"595","MAL19076109N","A-Peegmen Tablet","DZR PHARMA MANUFACTURE SDN. BHD."
"596","MAL19076044NC","Nature's Way Collagen Plus Tablets","PharmaCare (Asia) Sdn Bhd"
"597","MAL19086070N","YL Selenium Zinc Plus Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"598","MAL19096040N","Excelab MULTIVITAMINS & MINERALS & L-Carnitine Capsule","AGELESS WELLNESS SDN. BHD."
"599","MAL19096068N","Nova Asta-C Plus Oral Powder","NOVA LABORATORIES SDN. BHD."
"600","MAL19106029NC","LIFEFACTOR® Crystaceuticals SOD Glutathione Plus Capsule","Life Factor Sdn Bhd"
"601","MAL19076102N","Excel Herbal Whitabeau Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"602","MAL19126054NC","NuFinity Iganbo Hovenia Dulcis+ Tablet","Apex Biocare Sdn Bhd"
"603","MAL19086063NCZ","PiSHiNE VITAMIN C 500mg CHEWABLE TABLET","PISHINE HEALTHCARE SDN. BHD."
"604","MAL20016192N","Ornute Powder","YANLING NATURAL HYGIENE SDN. BHD."
"605","MAL19106078N","Neelif CALCIUM PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"606","MAL20026009N","SEJAGAT MAXERGY CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"607","MAL19106083N","HOLISTICA Vitadays Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"608","MAL19126105NCR","BiO-LiFE Bio-Vizion Softgel Capsule","BIO-LIFE MARKETING SDN BHD"
"609","MAL19126104NCR","eurobioÂ® Bio-Beumax Collagen Complex Active Formula Powder","EUROBIO SDN BHD"
"610","MAL19106080NCR","Nutrinlife Multivitamins and Minerals Complex Film Coated Tablet","BIOFUNCTION MARKETING SDN. BHD."
"611","MAL20026105N","PURTIER DEER PLACENTA PLUS SOFTGEL","RIWAY (MALAYSIA) SDN BHD"
"612","MAL20026119N","HELIOCARE D  PLUS CAPSULE","NEOASIA (M) SDN. BHD."
"613","MAL20016167N","ZINKACIL Lozenges (Black Currant Flavour)","BioCare Pharmaceutical (M) Sdn. Bhd."
"614","MAL20026116N","HELIOCARE C PLUS CAPSULE","NEOASIA (M) SDN. BHD."
"615","MAL20046011N","apotec L-Glutathione Complex Capsule","Bioalpha International Sdn. Bhd."
"616","MAL20026112N","SEJAGAT KILOMAX CHEWABLE TABLET","NMY MANUFACTURING SDN BHD"
"617","MAL19126100NC","CGS Glutathione plus Tablet","HALWAMADU MANUFACTURING"
"618","MAL20026109NC","Isotonix Vizion Powder","MARKET MALAYSIA SHOP SDN. BHD."
"619","MAL19106077NC","Cmary Gluta Colla Plus Chewable Tablet","CMARY RICH SDN. BHD."
"620","MAL20016188NC","Opceden FORTIGEN POWDER","ASIA HEALTHCARE SDN. BHD."
"621","MAL20056011N","GNC milestones kids Multivitamin+ Chewable Tablet","ONI Global (Malaysia) Sdn Bhd"
"622","MAL19116007N","DZR LYCOPENE PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"623","MAL20036011NC","Bio+ Kidz Pre + Probiotic with Lysine and Ascorbic Acid Powder","BIOPLUS HEALTHCARE SDN BHD"
"624","MAL20016197N","ZINKACIL Lozenges (Mint flavor)","BioCare Pharmaceutical (M) Sdn. Bhd."
"625","MAL20016196N","ZINKACIL Lozenges (Orange flavor)","BioCare Pharmaceutical (M) Sdn. Bhd."
"626","MAL20016195N","ZINKACIL Lozenges (Honey Flavour)","BioCare Pharmaceutical (M) Sdn. Bhd."
"627","MAL19126099NCR","Safwa Health Multivitamin & Minerals Plus Softgel","Safwa Health Products Sdn. Bhd."
"628","MAL19126096N","ESABIL VITAMIN C PLUS CAPSULE","DZR PHARMA MANUFACTURE SDN. BHD."
"629","MAL20066043NC","Isotonix Globeau OPC-3 Plus Powder","MARKET MALAYSIA SHOP SDN. BHD."
"630","MAL20066034NCR","MFIII SQ10 PLUS SOFTGELS","VOGUE MARKETING INTERNATIONAL"
"631","MAL20066065N","Flavettes Effervescent Glamz Effervescent Tablet","Duopharma Marketing Sdn. Bhd."
"632","MAL20026113NC","MELONIE CAPSULE","Special Enhancement Sdn Bhd"
"633","MAL20046010N","Vitalita B-Complex Plus C & Minerals Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"634","MAL19116076N","ACELABS BeauteVita Vitamin C + E Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"635","MAL19116078N","Excelab Resveratrol Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"636","MAL20046027NCR","HERBS OF GOLD  VITAMIN C + BIOFLAVONOID TABLET","PHARMADIRECT SDN. BHD."
"637","MAL20066064N","Yupan C 500mg Plus Tablet","STADPHARM SDN. BHD."
"638","MAL19126049N","Vitalita Vitamin C 250mg Plus Zinc Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"639","MAL19116083N","Vitalita Vitamin C 1000mg Plus Zinc Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"640","MAL20066049NC","NUTRIVA VITAMIN C PLUS CAPSULE","Nutriva International Sdn. Bhd."
"641","MAL20026015NC","JANIPRO SAMUCIL Capsule","Janipro (M) Sdn Bhd"
"642","MAL20026010NC","JANIPRO SAMUCIL G Powder","Janipro (M) Sdn Bhd"
"643","MAL20066063N","REDOXON TRIPLE ACTION EFFERVESCENT TABLET (ORANGE FLAVOUR)","BAYER CO. (MALAYSIA) SDN. BHD."
"644","MAL20026114N","Vitalita Calcium Plus Vitamin C Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"645","MAL20016198NC","JANIPRO URICA Powder","Janipro (M) Sdn Bhd"
"646","MAL20026104NCR","eurobioÂ® Kids Q Lysine Plus Active Formula Powder","EUROBIO SDN BHD"
"647","MAL20016163N","VITRAPLUS Elderberry C Plus Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"648","MAL20066056NR","BiO-LiFE B Complex with Vitamin C+ Time Release Tablet","MEGA LIFESCIENCES SDN. BHD."
"649","MAL20026014NC","AIN GLORY CRYSTAL Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"650","MAL20086052NC","Kordel's Kid's Vitamin C 100mg with D3 + Acerola Chewable Tablet","CAMBERT(M) SDN BHD"
"651","MAL20066037NC","LOOKCARE Chewable Tablet","VIHSDIA ENTERPRISE"
"652","MAL20056013NC","Aakids Wiz Chewable Tablet","VIHSDIA ENTERPRISE"
"653","MAL20026107NC","KILOSTAB CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"654","MAL20066038NC","guttacare capsule","VIHSDIA ENTERPRISE"
"655","MAL20056014NC","CEND CAPSULE","VIHSDIA ENTERPRISE"
"656","MAL20086045N","DYNA PRO VITARAL TABLET","DYNAPHARM (M) SDN BHD"
"657","MAL20066061NC","BIOSCOR THIO VITE TABLET","BIOSCOR HEALTHCARE SDN. BHD"
"658","MAL20016171NCE","DC Gluta-C Capsule","DC BOTANICAL SCIENCE INNOVATION TRADING"
"659","MAL20056001NZ","PP Vitamin C 1000mg Tablet","PAHANG PHARMACY SDN. BHD."
"660","MAL20066044N","MINERVA NZYME C PLUS POWDER","OMEGA HEALTH PRODUCTS SDN BHD"
"661","MAL20086040NC","CellLabs  Gluta Plus Capsule","CELLGEN LIFESCIENCES (M) SDN. BHD."
"662","MAL20066040N","HEALIVING SUPPLIES ACTIZ-GLO TABLET","Esprit Care Sdn. Bhd."
"663","MAL20036018NC","SUGEGLOW CHEWABLE TABLET","MRZ HERBAL HEALTHY CARE"
"664","MAL20066029NC","KAMYA GLOW SUGEHEIR CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"665","MAL20026118NC","beautekand Chewable Tablet","AAW MARKETING SERVICES"
"666","MAL20036015N","Excelab HANOVE Powder","EXCEL HERBAL INDUSTRIES SDN. BHD."
"667","MAL20056017N","Excel Herbal Immucol Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"668","MAL20046009N","Excelab Samburex Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"669","MAL20096046NC","AB-IMMUNO Probiotics Plus Capsule","Medexp Sdn Bhd"
"670","MAL20056016NC","GLOSHIN CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"671","MAL20076158NC","NutraVita Ener- C+ Powder","Eucogen Pharma Sdn. Bhd."
"672","MAL20066066NCR","DUO LEAF Essential - S Softgel","AESTHESUISSE SDN BHD"
"673","MAL20066067NCR","DUO LEAF Essential - H Softgel","AESTHESUISSE SDN BHD"
"674","MAL20086055NC","Gloing Glory Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"675","MAL20076160NC","UHC Vitamin C, E + Rosehips Softgel","MILRIN PHARMACEUTICAL CO. (M) SDN BHD"
"676","MAL20066052N","AstraNu FlexLight Collagen Hydrolysate Complex Powder","ASTRABUMI SDN.BHD."
"677","MAL20096040NC","SWISSE ULTIBOOST COLLAGEN COMPLEX TABLET","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"678","MAL20076143NC","S.LITE Capsule","FUSION SCIENTIFIC SDN. BHD."
"679","MAL20086047NC","4Life TF Vista Capsule","Forlife Research Imports Sdn Bhd"
"680","MAL20066035NC","HOLISTICA ROSEMIN C PLUS EFFERVESCENT TABLET","ELDON HEALTHCARE SDN. BHD."
"681","MAL20076068HA","Vime B.COMPLEX Plus C Solution for injection","Vemedim Sdn Bhd"
"682","MAL20076141NC","NuFinity Hovenia Dulcis+ Powder","Apex Biocare Sdn Bhd"
"683","MAL20096031NCZ","NH Kid's Vit-C 500mg Effervescent Tablet (Orange Flavour)","HERBALCEUTICAL (M) SDN. BHD."
"684","MAL20076161NC","Duplex Derm360 Capsule","ASCEND HEALTH SDN BHD"
"685","MAL20066048N","YL GlutaXanthin Plus Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"686","MAL20076156N","Excel Herbal Kids Probiotic with Lysine + Vitamin C Powder","GK BIO INTERNATIONAL SDN. BHD."
"687","MAL20076155N","Excel Herbal Kids Probiotics with Vitamin C + Zinc Powder","GK BIO INTERNATIONAL SDN. BHD."
"688","MAL20096052N","Flavettes Effervescent H-Drate Effervescent Tablet","Duopharma Marketing Sdn. Bhd."
"689","MAL20086070NE","Appeton Essentials Vit C 250mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"690","MAL20086069NE","Appeton Vit C 100mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"691","MAL20076163NE","Appeton Vitamin C 30mg Chewable Tablet (Orange Flavour)","KOTRA PHARMA (M) SDN. BHD."
"692","MAL21076099N","Redoxon C + Calcium + D + B6 Effervescent Tablet (Orange Flavour)","BAYER CO. (MALAYSIA) SDN. BHD."
"693","MAL20066013NCZ","DS Pharma Vitamin C 100mg Chewable Tablet","DS Pharma Herbs Sdn. Bhd."
"694","MAL21016052N","GNC milestones  Mega Teen Multi Tablet","ONI Global (Malaysia) Sdn Bhd"
"695","MAL20076128NCZ","K STAR VITAMIN C 50MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"696","MAL20076130NZ","DZR PHARMA VITA-C 500MG CHEWABLE TABLET (ORANGE FLAVOUR)","DZR PHARMA MANUFACTURE SDN. BHD."
"697","MAL21026115N","GNC WOMEN'S HF BIOTIN Plus Caplet","ONI Global (Malaysia) Sdn Bhd"
"698","MAL20086061N","Apotec Vitamin C 500mg Chewable Tablet","Bioalpha International Sdn. Bhd."
"699","MAL20076129NCZ","AAALI VITAMIN C 100MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"700","MAL20086051N","NHF Natural C Plus Powder","NATURAL HEALTH FARM MARKETING (M) SDN BHD"
"701","MAL21036057NCZ","POPCEE VITAMIN C 500MG CHEWABLE TABLETS  (Orange Flavour)","Alpha Bio Medic (M) Sdn Bhd"
"702","MAL20076131NCZ","BIOHEALTH VITAMIN C 250MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"703","MAL20086034NCZ","VITAC VITAMIN C 350MG CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"704","MAL20116126N","EFFERZON BRIGHT (Vitamin C 1000mg + L-Glutathione + Collagen Peptide + Vitamin E) Effervescent Tablet (Orange Flavour)","LONNIX (M) SDN. BHD."
"705","MAL20076159N","MHD Collagen and Hyaluronic Acid Plus Powder","CAMERON BIOSCIENCE (M) SDN BHD"
"706","MAL20086067NC","VITACGLO CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"707","MAL20096049N","Infinity Vitamin C-500 Plus Rutin Tablet","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"708","MAL20086064NC","FEREENA vitC PLUS CHEWABLE TABLET","FEREENA BEAUTY & HEALTH SDN BHD"
"709","MAL20106048NCR","MFIII MQ10 PLUS SOFTGELS","Superb Health Care Sdn Bhd"
"710","MAL20106031NZ","BAAiTS VITAMIN C 1000mg POWDER","I MEDIKEL PHARMACEUTICAL SDN BHD"
"711","MAL20096048NC","FEREENA PREGYMOM CHEWABLE TABLET","DS Pharma Herbs Sdn. Bhd."
"712","MAL20086056NC","Astramern Nutra V Capsule","Astramern Sdn. Bhd."
"713","MAL20116147N","GNC Vitamin C 1000mg with Hesperidin Capsule","ONI Global (Malaysia) Sdn Bhd"
"714","MAL20116117NCZ","Swisse Ultiboost Vitamin C 1000mg Effervescent Tablet","HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD."
"715","MAL20106045NCR","eurobio® Bio-Energee Active Formula Multivitamins & Minerals Plus Tablet","EUROBIO SDN BHD"
"716","MAL21036055N","Champs Multivitamin Plus Lysine & Prebiotics Effervescent Tablet (Orange Flavour)","Duopharma Marketing Sdn. Bhd."
"717","MAL20096053NC","LASCHÉ X IMMUTECT CAPSULE","AESTHESUISSE SDN BHD"
"718","MAL20126037NCZ","VCP ASCORBIC ACID (VIT C) 1000MG POWDER","NZ PROJECT REPUBLIC SDN BHD"
"719","MAL21036063NC","SAMBUVY EFFERVESCENT TABLETS","NATURES SCIENCEUTICALS SDN BHD"
"720","MAL20106047NC","GROHER POWDER","FEREENA BEAUTY & HEALTH SDN BHD"
"721","MAL20106057NC","PL LMC VITAMIN C PLUS CHEWABLE TABLET","PINKLADY MARKETING"
"722","MAL21026137N","Hovid Chewette Kids-mart Multi Chewable Tablet","HOVID BERHAD"
"723","MAL20116123NCZ","NUHEAL 365 C 150mg CAPSULE","NU HEAL 365 SDN.BHD."
"724","MAL20126049N","Vitalogica Lumiere de Melon Plus Capsule","Ascend Bioxeutical Sdn Bhd"
"725","MAL21036069NC","Excelife ExcelGold Effervescent Tablet","E HEALTH SDN. BHD."
"726","MAL21026113N","Shine Kids Multivitamin Lysine Chewable Tablet (Blueberry Flavour)","Y.S.P. INDUSTRIES (M) SDN BHD"
"727","MAL21026109NCZ","Nature's Bounty Vitamin C 500mg Tablets","NEWAGE SDN. BHD."
"728","MAL21016055N","PowerLIFE UC MSM Plus Powder","Esprit Care Sdn. Bhd."
"729","MAL20116146N","PROBILO IMMU RANGER CAPSULE","CS PROGYMS PHARMACEUTICAL SDN. BHD."
"730","MAL20126052N","PROGYMS IMMUGOAL PROBIOTICS+ CAPSULE","CS PROGYMS PHARMACEUTICAL SDN. BHD."
"731","MAL20116134NC","BioWell Btavite Lysine Plus Chewable Tablet (Orange Flavour)","SSJ PHARMA SDN BHD"
"732","MAL20116131N","Vsolve Cranberry + Elderberry + Inulin+ Vitamin C Powder","Dong Foong Manufacturing Sdn Bhd"
"733","MAL20116120NZ","DZR PHARMA Vita-C 500MG CHEWABLE TABLET (BLUEBERRY FLAVOUR)","DZR PHARMA MANUFACTURE SDN. BHD."
"734","MAL20116144N","YUSAIKA IMMUGUARD PROBIOTICS + CAPSULE","CS PROGYMS PHARMACEUTICAL SDN. BHD."
"735","MAL21046078N","ENERVON-C PLUS TABLET","UNAM PHARMACEUTICAL (M) SDN BHD"
"736","MAL20116125N","narjelytta GLUTAVITE CHEWABLE TABLET","DZR PHARMA MANUFACTURE SDN. BHD."
"737","MAL21026143NC","Prolivhite Enteric Coated Tablet","Omega Hill Trading Sdn Bhd"
"738","MAL21046082N","Bocalex MULTIVITE EFFERVESCENT TABLET","Powerlife (m) Sdn Bhd"
"739","MAL20106067NZ","Cameron Bioscience Vitamin C 500mg Chewable Tablet","CAMERON BIOSCIENCE (M) SDN BHD"
